Id,StarbucksId,Name,BrandName,StoreNumber,PhoneNumber,OwnershipType,Street1,Street2,Street3,City,CountrySubdivisionCode,CountryCode,PostalCode,Longitude,Latitude,TimezoneOffset,TimezoneId,TimezoneOlsonId,FirstSeen,LastSeen
e57a821c-5994-490c-b451-cb174c6237b6,1006755,Freehold,Starbucks,22993-226584,7324091491,CO,621 U.S Highway 9,,,Freehold,NJ,US,7728,-74.26,40.21,-300,Eastern Standard Time,GMT-05:00 America/New_York,9/23/2014 0:00,2/3/2017 0:00
f3edbc76-4658-49c4-8384-6dd4531eda52,1014756,Galloway Township,Starbucks,25707-242204,6095692724,CO,68 W. Jimmie Leeds Rd,B1,,Galloway,NJ,US,8205,-74.54,39.48,-300,Eastern Standard Time,GMT-05:00 America/New_York,5/7/2016 0:00,2/3/2017 0:00
f3cc4503-2c85-4c12-97d8-81a8fee4c365,13831,Gillette,Starbucks,8811-94620,908-580-1212,CO,977 Valley Road,,Valley Mall Shopping Center,Gillette,NJ,US,79331813,-74.48,40.67,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
e9c0ca34-9f2b-4b0b-ad77-e7d008b9d936,6409,Glen Ridge,Starbucks,13383-104771,973 743 1752,CO,710 Bloomfield Ave.,,,Glen Ridge,NJ,US,70282332,-74.2,40.8,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
5e3a99c7-7f13-48d6-b232-84d517c823f5,16367,Glen Rock,Starbucks,7700-32162,201-493-8261,CO,224 Rock Road,,,Glen Rock,NJ,US,74521709,-74.13,40.96,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
570acd92-40c2-44fc-a93a-12769d4a985e,1009363,Gloucester Premium Outlets,Starbucks,23733-224985,6093154107,CO,1125 S Black Horse Pike,Space 575,,Gloucester Township,NJ,US,8012,-75.05,39.78,-300,Eastern Standard Time,GMT-05:00 America/New_York,8/18/2015 0:00,2/3/2017 0:00
c1442d81-5c96-4291-8921-2afece09d174,1008746,"Green Brook, NJ",Starbucks,21251-209324,732-968-5215,CO,287 Route 22,,,Green Brook,NJ,US,8812,-74.5,40.59,-300,Eastern Standard Time,GMT-05:00 America/New_York,11/25/2014 0:00,2/3/2017 0:00
3f2d639e-08b7-4ee4-969a-6d1888c806cb,15307,Hackensack,Starbucks,7852-67261,201-457-3323,CO,360 Essex Street,,Sanzari Medical Arts Building,Hackensack,NJ,US,76018550,-74.06,40.88,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
bfd5334b-a6a0-468f-94c9-cdafc161d1c6,1005923,Target Hackensack T-1330,Starbucks,20966-208924,201-678-0599,LS,630 Main St,,,Hackensack,NJ,US,7601,-74.04,40.9,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
47a4ddb6-9e15-4dbf-ac8d-b741be96bd11,10700,Target Washington Township T-2446,Starbucks,76977-136629,908-452-9251,LS,68 US Highway 46 W,,,Hackettstown,NJ,US,78404978,-74.81,40.85,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
1a81b6ae-f815-4cdd-9bb0-f34266d90b9f,1005220,"Hackettstown, NJ",Starbucks,19242-195985,9088501845,CO,1885 Route 57,,,Hackettstown,NJ,US,7840,-74.84,40.82,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
d2ad3888-974a-4ae6-82d0-d08c0c765d09,13477,Haddonfield,Starbucks,7233-606,856-429-8110,CO,214-216 Kings Highway,,,Haddonfield,NJ,US,80331905,-75.03,39.9,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
b11ef51b-905b-41a5-81c0-bd173c6979f2,8492,Hamilton Trenton,Starbucks,8964-95200,609-581-0457,CO,1150 Whitehorse-Mercerville Road,,,Hamilton,NJ,US,86193812,-74.69,40.21,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
93411c5d-38ae-4d5a-af52-4da42a2e62d1,13175,Farley Travel Plaza,Starbucks,72424-6846,609-965-3546,LS,Atlantic City Expressway Mile Marker 20,,,Hammonton,NJ,US,8037,-74.74,39.55,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
bcc9f71e-e161-4a61-a3b6-3f9116e7c4f3,16660,Hasbrouck Heights,Starbucks,7428-1904,201-288-7812,CO,201-211 Route 17 South,,,Hasbrouck Heights,NJ,US,7604,-74.07,40.86,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
3fb01771-22b3-4b27-96bb-5647fd32d7e6,13491,Hillsborough,Starbucks,7332-1268,(908) 359-8266,CO,601 Route 206 & 514,Suite #21,Nelsons Corner Shopping Center,Hillsborough,NJ,US,8844,-74.65,40.5,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
8f1b35f6-507f-4758-a912-0014da7415f9,13828,Hillsdale,Starbucks,2972-92906,201-664-2224,CO,126 Broadway,,,Hillsdale,NJ,US,76422023,-74.04,41,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
bb5de8ff-ac52-42d0-93f4-0e8e51446e78,12089,Newark St. Hoboken,Starbucks,7348-1370,(201) 876-0300,CO,51 Newark Street,,,Hoboken,NJ,US,70304548,-74.03,40.74,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
c404ee1a-a5e9-408d-a182-637aa5e50773,16852,Hoboken - 12th & Hudson,Starbucks,7489-4450,201-792-5400,CO,1205 N. Hudson Street,,The Shipyards at 12th & Hudson,Hoboken,NJ,US,70305404,-74.03,40.75,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
5aab82ab-ec02-4ab2-9b2c-f14dacc3508e,7285,"Hoboken, Washington St.",Starbucks,14479-123745,201-222-2491,CO,314  Washington Ave.,,,Hoboken,NJ,US,70304880,-74.03,40.74,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
668a2097-2139-4d72-a389-8fc257467172,14224,Howell - Route 9,Starbucks,2773-69720,732-886-7086,CO,4701 Rte. 9 No.,Space T1B10,,Howell,NJ,US,7731,-74.22,40.14,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
343e6921-12fd-47f8-9c19-771f03ca9dd8,13554,Rt. 1 North Woodbridge,Starbucks,7719-53119,732-596-9112,CO,774 Route 1 N,,,Iselin,NJ,US,8830,-74.3,40.56,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
cab9bc76-7a4f-43b9-8f15-237bc3f8c080,16665,Jersey City,Starbucks,7383-1554,201 6109766,CO,111 Town Square Place,,,Jersey City,NJ,US,73101755,-74.03,40.73,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
4d2d6907-3deb-4a63-86ff-8f17b6e50797,90279,"Jersey City, Exchange Place",Starbucks,17862-134219,201-332-3920,CO,15 Exchange Place,Suite 110,,Jersey City,NJ,US,7302,-74.03,40.72,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
98c83258-ed7c-424e-8219-9b0c25f0bce8,10470,Grove Point,Starbucks,13350-104737,201-332-2385,CO,98 Christopher Columbus Drive,,,Jersey City,NJ,US,73022947,-74.04,40.72,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
46561872-d35e-470d-9daf-bf3231682396,12554,Target Jersey City T-1886,Starbucks,76238-90970,201-499-0017,LS,100 14th St,,,Jersey City,NJ,US,73101202,-74.04,40.73,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
973fcb8c-7b03-48c9-be67-fefd99de8b06,1005866,Newport Mall,Starbucks,19500-201864,2017923109,CO,30 Mall Drive West,A-36,Newport Centre,Jersey City,NJ,US,73101615,-74.04,40.73,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
122c6549-b539-4407-b933-b5be9b3e9ffb,6926,Acme - Kenilworth #1096,Starbucks,73857-94450,908-241-4424,LS,801 Kenilworth Blvd,,,Kenilworth,NJ,US,7033,-74.28,40.68,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
1f0d3262-9055-41f8-bbab-0a9d41ccaffe,7749,"Lakewood, NJ",Starbucks,11533-104575,732-262-7435,CO,1865 Route 70,,Lakewood Hilton Gardens Project,Lakewood,NJ,US,8701,-74.16,40.06,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
16833996-84a3-4b96-adee-4dc7836824fc,1005474,Quaker Bridge,Starbucks,19504-106919,6097997838,CO,150 Quaker Bridge Mall RD,2026,Quaker Bridge Mall,Lawrenceville,NJ,US,8648,-74.68,40.29,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
30ab08b3-5144-4f08-b2a1-74cf598b05e8,13488,Mercer Mall,Starbucks,7309-980,(609) 987-1020,CO,301 Mercer Mall,,,Lawrenceville,NJ,US,86481309,-74.68,40.3,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
2637aa46-733e-40c8-b74d-b4594191b013,7507,Rider University/Student Rec Center,Starbucks,75468-106281,609-896-7793,LS,2083 Lawrenceville Rd,,,Lawrenceville,NJ,US,86483001,-74.73,40.28,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
dbb869fb-0e59-45ee-8f10-b84d99a9ae84,1009149,Lawrenceville,Starbucks,23592-231284,6094143320,CO,2673 Main St,,,Lawrenceville,NJ,US,8648,-74.73,40.3,-300,Eastern Standard Time,GMT-05:00 America/New_York,9/9/2015 0:00,2/3/2017 0:00
eb0b1f48-0404-4810-aedd-eb8a7ff5ec7b,1016741,Acme - Lincroft #7932,Starbucks,50211-272268,7329360668,LS,619 Newman Springs Road,,,Lincroft,NJ,US,7738,-74.12,40.33,-300,Eastern Standard Time,GMT-05:00 America/New_York,1/19/2017 0:00,2/3/2017 0:00
831b8ab6-32bf-4a8f-972a-8186a0240f9f,14733,Linden,Starbucks,7739-44906,908-862-8545,CO,693 West Edgar Road,,Aviation Plaza at Linden,Linden,NJ,US,70363203,-74.25,40.62,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
c8e624b8-0a79-49c6-997c-f78ece02a497,17427,"Rte 46 W, Little Ferry",Starbucks,10643-101721,201-373-0139,CO,300 Route 46 West,,,Little Ferry,NJ,US,7643,-74.04,40.86,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
cd180b67-0e08-44fc-99b7-d2ca9d8a331e,16680,Livingston,Starbucks,7243-563,973-533-1669,CO,1 West Mt. Pleasant Avenue,,,Livingston,NJ,US,70392972,-74.32,40.8,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
e65543f8-e18a-4b42-b6f3-692164cdd913,11092,Madison,Starbucks,7552-13240,973-410-0244,CO,309 Main Street,,,Madison,NJ,US,79402338,-74.4,40.75,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
d4eb2db4-5887-4253-9ee0-ee0ab3e15268,6847,Acme - Mahwah #1058,Starbucks,73858-93628,201-512-9100,LS,125 Franklin Tpke,,,Mahwah,NJ,US,74301341,-74.15,41.1,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
f625b224-b332-4847-9a83-1b63ff5f346c,7720,Target Stafford Township T-2392,Starbucks,76936-129484,(609) 978-4922,LS,209 Stafford Park Blvd,,,Manahawkin,NJ,US,8050,-74.29,39.71,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
7438aa18-0c85-4431-9ffe-7810b961e91e,15286,Route 9 Manalapan,Starbucks,7753-9873,732-625-9029,CO,310 Route 9 North,,,Manalapan,NJ,US,7726,-74.3,40.31,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
58a8d353-6b6f-4035-9485-843ad06f5dd6,12890,Margate NJ,Starbucks,75632-84440,6094879989,LS,8005 Ventnor Ave,,,Margate City,NJ,US,84022733,-74.5,39.33,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
853242ca-9525-47f8-a326-1fa1650639d8,16817,Matawan,Starbucks,7438-2865,732-441-4185,CO,265 Main Street,,Main Street Village,Matawan,NJ,US,77473222,-74.23,40.41,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
c3b4bf6f-4522-42c3-8a5d-3761a3ae328a,15296,Mays Landing Wrangleboro,Starbucks,7793-54879,609-645-0688,CO,760 Consumer Square,,Wrangleboro Consumer Center,Mays Landing,NJ,US,83303394,-74.64,39.45,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
ea5c536f-3426-4ed2-9632-52ae60a09040,15654,Medford,Starbucks,7584-16495,609-953-5732,CO,560 Stokes Road,,Ironstone Village Shoppes,Medford,NJ,US,80552905,-74.81,39.87,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
6188a975-75db-4c18-ab21-600118172ab0,11058,Rte 35-Middletown,Starbucks,7617-21884,732-706-7360,CO,2011 Route 35,,,Middletown,NJ,US,77481830,-74.13,40.41,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
73fb103b-1e69-44b8-9f2c-ceb39356f192,7504,Midland Park Shopping Center,Starbucks,11929-105443,201-444-1236,CO,85 Godwin Ave,,Midland Park Shopping Center,Midland Park,NJ,US,74321970,-74.14,40.98,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
f1447054-9036-4305-9a92-e764c57e08d7,15037,Millburn,Starbucks,7276-757,973-258-1986,CO,343 Millburn Avenue,,,Millburn,NJ,US,7041,-74.31,40.72,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
2b35e996-0d1c-4103-abcc-a852ecb3fdef,13184,Joyce Kilmer Travel Plaza,Starbucks,72451-9973,,LS,"Milepost 78.7 NB, NJ Turnpike",,,Milltown,NJ,US,8850,-74.44,40.42,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
d90d06c2-b942-46c3-8000-e5a18756fca3,10153,Target Millville T-2170,Starbucks,76696-98031,856-327-7340,LS,2116 N 2nd St,,,Millville,NJ,US,83321304,-75.04,39.42,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
0b3b242a-666a-4e35-8ba6-0dd5c48f834e,6512,Montclair - Church & South Park,Starbucks,13856-108464,973-746-0291,CO,40 South Park St,,The Siena,Montclair,NJ,US,70422716,-74.22,40.81,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
33102666-f03c-459c-bcea-6ace34bfa8bd,113436,NJ Montvale Travel Plaza.,Starbucks,17222-143484,201-391-8509,LS,Montvale Service Area mile 173 Garden St,,,Montvale,NJ,US,7645,-74.05,41.05,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
88376efd-f06b-47b9-b18a-06c6f24aa231,1013729,Moorestown Mall Kiosk,Starbucks,27055-246590,6096057255,CO,400 New Jersey 38,,,Moorestown,NJ,US,8057,-74.96,39.94,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/18/2015 0:00,2/3/2017 0:00
09daa5fe-65fa-43b0-a6f5-5876d7f9f495,11050,Moorestown-Wright's Hardware,Starbucks,7659-36499,856-722-8175,CO,41 East Main Street,,,Moorestown,NJ,US,80573309,-74.95,39.96,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
45500556-fd3e-4b42-8fdd-d363dbccd5ae,15305,"Rte 9, Marlboro",Starbucks,7843-81104,732-536-2760,CO,67 Route 9 South,,,Morganville,NJ,US,7751,-74.31,40.35,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
7723d53f-0d28-43fb-a760-ca320fde215b,8579,Stop & Shop-Morris Plains # 893,Starbucks,79414-101834,973-683-0100,LS,245 Littleton Road,,,Morris Plains,NJ,US,79502921,-74.46,40.84,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
b0e83e93-cd0c-4e56-b378-6919407e5da2,1006965,Morristown Medical Ctr - Main Locat,Starbucks,23132-226725,973-605-5034,LS,100 Madison Ave,,,Morristown,NJ,US,7960,-74.46,40.79,-300,Eastern Standard Time,GMT-05:00 America/New_York,3/17/2015 0:00,2/3/2017 0:00
28475057-f410-4834-8179-763bd63e56df,63068,"Morristown, Park Place",Starbucks,15236-155385,973-267-5751,CO,40 Park Place,,,Morristown,NJ,US,7960,-74.48,40.8,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
940189c5-694c-40c7-95b4-071456fc1a3c,16249,Target Mount Laurel T-1917,Starbucks,76283-92341,856-533-1197,LS,4 Centerton Rd,,,Mount Laurel,NJ,US,80546102,-74.91,39.97,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
7fedf131-2838-4f86-a5d1-1d7ad0e476fa,113206,Route 73 & Fellowship Road,Starbucks,17100-94557,856 2220328,CO,550 Fellowship Road,,,Mount Laurel,NJ,US,8054,-74.96,39.93,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
ef4ad09a-ddf8-4d8b-b8de-4a94f031505f,113435,NJ James Cooper Travel Plaza,Starbucks,17219-176967,856-234-4930,LS,5 Hartford Rd,,,Mount Laurel,NJ,US,8054,-74.89,39.98,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
be8fb762-de62-4d47-9c56-814a3981292e,8127,Mount Laurel Centerton Square,Starbucks,9438-95597,856-802-0187,CO,10 Centerton Road,Suite D,Centerton Square Shopping Center,Mount Laurel,NJ,US,80546102,-74.91,39.97,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
06230120-cec2-4641-aef6-8b6eae8b49ee,16002,New Brunswick,Starbucks,7292-1170,732-828-8946,CO,391 George Street,,Kilmer Square,New Brunswick,NJ,US,8901,-74.44,40.5,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
04bc9d5d-ce9d-4a81-8afb-f2809d2a7e33,1015971,Rutgers University-The Yard,Starbucks,48624-237152,,LS,38 Colllege Ave.,,,New Brunswick,NJ,US,8901,-74.45,40.5,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/14/2016 0:00,2/3/2017 0:00
cd231042-d448-40ef-947e-b7ea6b573449,1006580,New Providence Village Center,Starbucks,20380-205045,9084640624,CO,1260 Springfield Avenue,,,New Providence,NJ,US,7974,-74.4,40.71,-300,Eastern Standard Time,GMT-05:00 America/New_York,1/24/2014 0:00,2/3/2017 0:00
72492702-0ef9-487c-8485-635dc0533fbe,13012,"EWR - Newark Concourse C, Space 86",Starbucks,75593-77287,,LS,"Terminal C, Space 86",,,Newark,NJ,US,7114,-74.17,40.69,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
97abc944-a4bb-4da2-a094-b19adf8170c9,13008,"EWR - Newark Term C, Space B-50",Starbucks,75579-64502,,LS,"Terminal C, Space B-50",,,Newark,NJ,US,7114,-74.17,40.69,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
0c39a33b-aff4-4ff7-945a-cc1b37af23ca,8310,Rutgers U/Newark Robeson Stdnt Ctr,Starbucks,75299-79635,973-353-5998,LS,350 Martin Luther King Blvd,,,Newark,NJ,US,71021801,-74.18,40.74,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
56feacb2-c556-48f3-965a-d7fb14078459,1012914,Shoppes on Broad,Starbucks,26152-243613,9735580253,CO,Broad Street,,,Newark,NJ,US,7102,-74.17,40.74,-300,Eastern Standard Time,GMT-05:00 America/New_York,9/9/2015 0:00,2/3/2017 0:00
2195098f-65ea-4664-85c8-2cc349256c9b,12553,Target North Bergen Commons T-1865,Starbucks,76237-89024,201-520-1701,LS,7101 Tonnelle Ave,,,North Bergen,NJ,US,70474507,-74.02,40.8,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
f078f14b-4d3d-4797-888a-45aa76cf0437,1007322,"North Bergen, River Rd.",Starbucks,19703-199245,2014242820,CO,7301 River Rd.,,,North Bergen,NJ,US,7047,-74,40.79,-300,Eastern Standard Time,GMT-05:00 America/New_York,3/5/2016 0:00,2/3/2017 0:00
4d0dc977-d13a-415e-befe-71892a497c87,6929,"North Brunswick, NJ",Starbucks,11363-103664,732 843-4980,CO,522 Shoppes Boulevard,,Shoppes at North Brunswick,North Brunswick,NJ,US,89022798,-74.46,40.46,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
23904afa-c7df-4c1e-9d8b-fd079002802a,1009057,Target North Brunswick T-2853,Starbucks,23510-214966,732-798-2558,LS,101 Grand Ave,,,North Brunswick,NJ,US,8902,-74.5,40.44,-300,Eastern Standard Time,GMT-05:00 America/New_York,10/17/2014 0:00,2/3/2017 0:00
3f8dbc62-884a-49ee-879b-e27b5a6c6700,1013620,NJ Grover Cleveland Travel Plaza,Starbucks,26647-242587,732-636-1292,LS,Mile Marker 92.9,,,North Woodbridge,NJ,US,7095,-74.26,40.56,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/1/2015 0:00,2/3/2017 0:00
b8402a1d-9dce-41c5-904d-9a39bea8fc17,10479,"Northvale, NJ",Starbucks,10837-102453,201-767-0026,CO,271B Livingston St.,,Daibes Square at Northvale,Northvale,NJ,US,76471915,-73.95,41.02,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
ddd5d97b-f374-4611-a6d0-b7e525a34e03,12414,Nutley,Starbucks,7649-34579,973-562-0045,CO,483 Franklin Avenue,,,Nutley,NJ,US,71101719,-74.16,40.82,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
d7a324e6-b943-45fc-b7a7-58c15e77492f,11951,Route 35 - Oakhurst,Starbucks,7496-9052,732-493-8770,CO,2100 Highway 35,,,Oakhurst,NJ,US,7755,-74.04,40.26,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
e35c2d6f-826b-4afc-be09-64b5efb59a43,10768,Oakland,Starbucks,14497-116306,201-337-1596,CO,411 Rampo Valley Rd,,,Oakland,NJ,US,74362707,-74.24,41.03,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
18c5d4df-433c-4749-8915-9b32328155fd,1008829,Target Ocean T-1378,Starbucks,21146-209384,732-918-6645,LS,2331 State Route 66,,,Ocean,NJ,US,7712,-74.05,40.23,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/30/2014 0:00,2/3/2017 0:00
c9d20979-f318-46a3-8301-38d0833e4367,1006532,"Ocean City, NJ - Asbury Ave.",Starbucks,21403-206765,6099386905,LS,1061 Asbury Ave,,,Ocean City,NJ,US,8226,-74.58,39.28,-300,Eastern Standard Time,GMT-05:00 America/New_York,1/8/2014 0:00,2/3/2017 0:00
4b3e54f4-9cc6-4814-92bb-12aa85f3b67c,1015457,Rt. 66 & S. Seaview Square Drive,Starbucks,7854-235004,7329222780,CO,2301 Rt 66,,,Ocean Township,NJ,US,7712,-74.05,40.23,-300,Eastern Standard Time,GMT-05:00 America/New_York,8/2/2016 0:00,2/3/2017 0:00
0788181a-8477-426f-8629-a3e45c294388,10589,Acme - Old Bridge #2827,Starbucks,73920-94742,732-679-7189,LS,3500 US-9,,,Old Bridge,NJ,US,88572767,-74.31,40.38,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
f5855c2c-30fb-41ee-9426-0c854b4e3d0a,13476,Old Tappan,Starbucks,7232-567,201-722-1132,CO,216 Old Tappan Road,,,Old Tappan,NJ,US,7675,-73.98,41.01,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
